Sequence,Entry ID,Title ID,Title,Artist,Score,Platform,Tone,Stability,Intonation,Long Tone,Technique,Guide Melody,Shakuri,Tremolo,Vibrato,Note
1,b55ac327-c43b-40bc-9e7a-4fe168554072,3c03e8cc-814f-4bad-a2ba-bc5fdb79e4b1,大好きって意味だよ(フルサイズ),キョエ,87.768,NS-JSA3,35.666,23.446,14.407,9.520,4.729,Low,2,10,83,
2,a3ba2d01-68b2-4af2-af8e-80fe5c59bcac,0b7cbc58-2a2a-4308-a493-05c398771601,一人のキミが生まれたとさ,中川翔子,91.073,NS-JSA3,38.130,25.553,13.750,9.004,4.636,Low,0,3,33,
3,4c6248f1-36a0-4c54-9e4b-42700510a221,e06b97de-c2b0-4b6c-9566-7079aba28306,ふゆびより,佐々木恵梨,96.607,NS-JSA3,40.000,28.570,14.592,8.736,4.709,Low,3,0,67,
4,4c775d22-52a5-455e-98f6-31983aad4ea9,85c6fe7e-621e-4112-87ec-9e6b52090649,LET'S POP TOGETHER,ポプ子(CV:牧野由依)、ピピ美(CV:渡部優衣),83.972,NS-JSA3,33.952,22.832,13.642,8.898,4.648,Low,9,1,17,
5,a466ab08-c46c-4bc0-b95b-e830b22cb23b,f33051f9-f8c6-4931-b6ab-235dafc57838,さくら さくら,真田アサミ/沢城みゆき/氷上恭子,91.320,NS-JSA3,37.338,25.877,14.470,8.999,4.636,Low,8,3,57,
6,cfb806bd-acef-4c71-80d3-94d3d4ae4183,51f787b4-4921-47a0-a83c-25d7415f8322,きみは帰る場所,Gothic×Luck,89.116,NS-JSA3,35.806,25.265,14.221,9.155,4.669,Low,0,0,96,
7,e195b664-6621-4e6b-b5e7-50b2d2ba2423,333acf09-8e82-458e-9ce3-a40929375087,piece of youth,ChouCho(ちょうちょ),91.783,NS-JSA3,37.053,27.087,14.161,8.896,4.586,Low,4,1,34,
8,cac79416-5979-4f9f-893a-eba300249126,f9120abe-14e6-436c-b999-2ec8577a8636,CLEAR,坂本真綾,90.428,NS-JSA3,36.679,25.971,13.801,9.292,4.685,Low,0,4,26,
9,95097026-f30a-4d7f-82d2-9026375a9c07,54d58e67-9a9a-4d62-9c52-e331a44ea629,恋スルVOC@LOID,OSTER project feat.初音ミク,85.809,NS-JSA3,33.949,24.790,13.751,8.756,4.563,Low,6,2,14,
10,57a2e669-df7e-40ec-862e-0475c7d232d9,40fc0a03-e8eb-437f-95f7-11a5a88e9a5d,町の人々,ルーラ,87.608,NS-JSA3,35.933,24.752,13.448,8.711,4.764,Low,3,0,4,
11,0b4b0142-926c-4639-93aa-9a63d254d1a1,fc7eb5dc-98b4-4d44-b0c8-574c0992f0fd,今宵mofumofu!!,仙狐(CV:和氣あず未)、シロ(CV:内田真礼),86.764,NS-JSA3,34.174,24.759,13.896,9.432,4.503,Low,8,3,6,
12,1cb36cc7-f12a-4fde-893c-c71b17c410e6,8dc24d81-d94c-4f16-aaad-a3567e48f9e7,もっふもふ DE よいのじゃよ,仙狐(CV:和氣あず未),86.116,NS-JSA3,34.609,24.574,13.955,8.414,4.564,Low,0,3,19,
